price,region,locality,type,bedrooms,bathrooms,area,rooms
202000,Sliema and St Julians Surroundings,Sliema,Apartment,1,1,69,3
600000,Gozo,Gozo - Victoria,Farmhouse,5,1,600,8
350000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,70,6
213000,South,Marsascala,Apartment,2,2,89,5
213000,South,Marsascala,Apartment,2,2,87,5
275000,Central,Gharghur,Maisonette,2,2,125,5
360000,Sliema and St Julians Surroundings,Kappara,Apartment,2,2,114,6
275000,North,Qawra,Apartment,3,2,147,6
245000,South,Luqa,Maisonette,2,2,112,6
350000,South,Vittoriosa,Apartment,2,2,76,6
595000,Central,Qormi,Townhouse,2,2,225,7
370000,Sliema and St Julians Surroundings,Gzira,Apartment,3,1,165,6
280000,North,Mellieha,Apartment,3,0,152,3
280000,North,Mellieha,Apartment,3,0,152,3
295000,Central,Mosta,Penthouse,3,1,125,5
280000,Central,Birkirkara,Apartment,3,1,143,5
270000,Central,Birkirkara,Apartment,3,1,143,5
195000,Central,Birkirkara,Apartment,1,1,77,3
190000,Central,Birkirkara,Apartment,1,1,77,3
599000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,3,4,190,9
220000,North,St Paul's Bay,Apartment,3,2,138,7
220000,North,St Paul's Bay,Apartment,3,2,146,7
325000,North,Mellieha,Penthouse,3,2,146,6
450000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Maisonette,3,2,173,8
595000,Sliema and St Julians Surroundings,Sliema,Penthouse,2,2,140,5
385000,Valletta,Valletta,Apartment,2,2,95,6
750000,Gozo,Gozo - Sannat,Townhouse,4,1,1774,7
441000,Gozo,Gozo - Zebbug,Townhouse,4,2,283,13
365000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,0,6
330000,South,Marsascala,Apartment,3,2,22,7
300000,Central,Mosta,Penthouse,2,2,126,5
300000,Central,Mosta,Penthouse,2,2,136,5
375000,Central,Birkirkara,Penthouse,3,2,235,7
309000,Central,Qormi,Townhouse,3,2,225,10
205000,Sliema and St Julians Surroundings,San Gwann,Apartment,2,1,87,5
215000,South,Marsascala,Apartment,3,2,126,7
215000,South,Marsascala,Apartment,3,2,126,7
450000,South,Gudja,House of Character,3,2,225,7
265000,Sliema and St Julians Surroundings,Kappara,Apartment,2,2,91,5
287000,Central,Hamrun,Maisonette,3,2,145,6
1900000,Central,Floriana,Block Of Apartments,18,2,756,21
197000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,72,5
425000,North,Bugibba,Penthouse,2,2,196,6
315000,South,Zurrieq,Townhouse,4,3,108,9
1170000,Sliema and St Julians Surroundings,Sliema,Apartment,3,0,130,5
615000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,2,2,95,6
205000,Central,Birkirkara,Apartment,2,2,98,5
199000,North,Qawra,Apartment,2,2,120,7
200000,North,Qawra,Apartment,3,2,120,8
198000,North,Qawra,Apartment,2,2,120,7
290000,North,Qawra,Maisonette,3,1,196,6
248000,North,Qawra,Maisonette,3,1,144,6
201000,North,Qawra,Apartment,3,2,120,7
215000,North,Qawra,Penthouse,3,1,100,5
270000,North,Qawra,Penthouse,2,2,113,7
207500,South,Ghaxaq,Penthouse,2,2,119,5
940000,South,Zabbar,Farmhouse,0,2,3550,4
350000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,220,6
1150000,Sliema and St Julians Surroundings,San Gwann,Villa Detached,3,3,300,11
1500000,South,Zabbar,Townhouse,5,1,700,10
620000,South,Vittoriosa,Apartment,3,2,144,6
1750000,Sliema and St Julians Surroundings,Sliema,Penthouse,0,0,305,1
1600000,Sliema and St Julians Surroundings,Sliema,Apartment,4,5,280,12
315000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,160,8
350000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Apartment,3,2,105,6
355000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,103,5
670000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,142,8
875000,North,St Paul's Bay,Penthouse,2,2,0,7
295000,North,Qawra,Maisonette,3,2,156,7
376000,North,Qawra,Apartment,3,2,136,6
271000,North,Qawra,Apartment,3,2,140,8
392000,North,Qawra,Apartment,3,2,136,6
360000,North,Qawra,Apartment,3,2,136,6
302000,North,Qawra,Apartment,3,2,132,6
271000,North,Qawra,Apartment,3,2,132,6
318000,North,Qawra,Apartment,3,2,144,6
286000,North,Qawra,Apartment,3,2,132,6
360000,North,Qawra,Apartment,3,2,152,7
295000,North,Qawra,Maisonette,3,2,144,7
318000,North,Qawra,Apartment,2,2,135,5
339000,North,Qawra,Apartment,3,2,152,7
271000,North,Qawra,Apartment,3,2,144,6
286000,North,Qawra,Apartment,3,2,144,6
295000,North,Qawra,Maisonette,3,2,146,7
295000,North,Qawra,Maisonette,3,2,219,8
339000,North,Qawra,Apartment,2,2,135,5
318000,North,Qawra,Apartment,3,2,132,6
302000,North,Qawra,Apartment,3,2,144,6
355000,North,Qawra,Apartment,2,2,135,5
371000,North,Qawra,Apartment,2,2,135,5
295000,North,Qawra,Maisonette,3,2,169,6
870000,South,Birzebbuga,Farmhouse,4,2,330,9
385000,Sliema and St Julians Surroundings,Swieqi,Penthouse,2,2,115,6
365000,Central,Hamrun,Maisonette Solitary,3,2,99,10
745000,North,Manikata,House of Character,4,4,0,11
250000,North,Qawra,Garage (Residential),0,0,95,0
525000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,0,0,4
999000,Central,Siggiewi,House of Character,4,2,750,6
170000,Central,Santa Venera,Apartment,3,3,103,7
425000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,100,7
1200000,Central,Siggiewi,Land,0,0,22482,0
550000,Sliema and St Julians Surroundings,Sliema,Apartment,3,4,0,9
313000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,145,7
1550000,Valletta,Valletta,Penthouse,3,0,225,5
262500,North,Mgarr,Apartment,3,2,120,6
275500,North,Qawra,Apartment,3,2,152,6
298000,North,Qawra,Apartment,3,2,126,6
320000,Sliema and St Julians Surroundings,St Julian's,Maisonette,3,2,118,8
378500,North,Qawra,Penthouse,2,1,150,4
650000,North,Mellieha,Penthouse,3,2,166,6
315000,South,Zabbar,Maisonette,2,2,65,5
250000,North,Mellieha,Apartment,3,2,0,6
2300000,Central,Iklin,Villa Detached,3,4,2480,11
460000,North,Mellieha,Penthouse,2,2,151,5
949000,South,Vittoriosa,Townhouse,4,3,285,12
650000,Sliema and St Julians Surroundings,St Julian's,Penthouse,3,3,150,7
850500,North,Rabat,Townhouse,3,3,400,10
371000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,118,6
185000,Sliema and St Julians Surroundings,Pieta,Apartment,2,1,94,6
195000,North,St Paul's Bay,Apartment,2,1,70,5
780000,Central,Gharghur,Apartment,3,2,206,5
550000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,159,6
550000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,159,6
2000000,Central,Floriana,Townhouse,0,0,140,0
2000000,Central,Floriana,Townhouse,0,0,400,0
1000000,South,Senglea,Apartment,2,2,167,5
425000,South,Senglea,Apartment Duplex,2,2,65,5
900000,South,Senglea,Apartment,2,2,187,5
850000,South,Senglea,Apartment,3,2,140,6
850000,South,Senglea,Apartment,3,2,142,6
315000,North,Mellieha,Apartment,2,2,105,6
340000,North,Mellieha,Apartment,2,2,93,8
315000,North,Mellieha,Apartment,2,2,110,8
350000,Sliema and St Julians Surroundings,Gzira,Penthouse,3,2,122,7
372000,North,Mellieha,Apartment,2,2,63,6
246000,North,St Paul's Bay,Apartment,3,2,119,7
247000,North,St Paul's Bay,Apartment,3,2,129,7
220000,North,St Paul's Bay,Apartment,2,2,113,6
221000,North,St Paul's Bay,Apartment,2,2,113,6
195000,North,St Paul's Bay,Apartment,2,2,99,6
197000,North,St Paul's Bay,Apartment,2,2,99,6
248000,North,St Paul's Bay,Apartment,3,2,119,7
194000,North,St Paul's Bay,Apartment,2,2,116,5
249000,North,St Paul's Bay,Apartment,3,2,129,7
247000,North,St Paul's Bay,Apartment,3,2,119,7
249000,North,St Paul's Bay,Apartment,3,2,119,7
248000,North,St Paul's Bay,Apartment,3,2,129,7
285000,North,St Paul's Bay,Maisonette,3,2,149,6
385000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,3,3,160,10
330000,Sliema and St Julians Surroundings,Pieta,Garage (Residential),0,2,227,2
680000,South,Kalkara,Townhouse,3,3,161,10
360000,Sliema and St Julians Surroundings,Gzira,Maisonette Duplex,2,2,0,5
75000,Sliema and St Julians Surroundings,St Julian's,Garage (Residential),0,0,30,0
320000,North,Qawra,Maisonette,3,2,203,7
2480000,Central,Zebbug,House of Character,0,0,1425,0
3500000,Valletta,Valletta,Block Of Apartments,1,1,400,4
3650000,South,Zurrieq,Farmhouse,4,2,0,11
1120000,Sliema and St Julians Surroundings,Sliema,Apartment,3,3,182,7
700000,Sliema and St Julians Surroundings,St Julian's,Penthouse,3,2,170,7
255000,Central,Qormi,House of Character,2,2,78,6
1150000,Sliema and St Julians Surroundings,Swieqi,Bungalow Detached,3,1,320,6
550000,Gozo,Gozo - Xaghra,House of Character,3,2,0,5
276000,Sliema and St Julians Surroundings,Swatar,Apartment,3,1,121,5
275000,Central,Qormi,Apartment,3,2,105,7
265000,Central,Qormi,Apartment,3,2,105,7
245000,Sliema and St Julians Surroundings,Sliema,Apartment,2,1,74,7
394000,Central,Attard,Penthouse,3,2,163,6
235000,Sliema and St Julians Surroundings,Msida,Apartment,2,1,75,6
290000,Central,Birkirkara,Apartment,3,1,138,6
450000,Central,Attard,Apartment,3,2,210,7
220000,Central,Birkirkara,Maisonette Duplex,2,2,90,6
340000,Gozo,Gozo - Victoria,Maisonette Duplex,4,2,310,8
355000,Central,Zebbug,Maisonette Solitary,2,1,113,5
450000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,158,8
167000,Sliema and St Julians Surroundings,Gzira,Apartment,1,1,57,3
330000,Central,Birkirkara,Townhouse,2,2,150,7
398000,Sliema and St Julians Surroundings,Swieqi,Maisonette,3,1,144,5
225000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,2,96,5
155000,Sliema and St Julians Surroundings,Guardamangia,Apartment,1,1,54,3
175000,South,Zabbar,Apartment,2,1,80,5
300000,South,Fgura,Penthouse,3,1,114,5
298000,South,Zurrieq,Maisonette,3,2,117,6
154000,Gozo,Gozo - Marsalforn,Apartment,2,1,64,5
319000,Gozo,Gozo - Victoria,Townhouse,2,2,202,9
230000,North,Qawra,Apartment,2,1,97,4
230000,North,Qawra,Apartment,2,1,98,4
210000,North,Qawra,Apartment,2,1,98,4
210000,North,Qawra,Apartment,2,1,98,4
205000,North,Qawra,Apartment,2,1,99,4
275000,Sliema and St Julians Surroundings,San Gwann,Apartment,4,2,160,7
480000,South,Senglea,Townhouse,3,1,300,7
174500,Central,Birkirkara,Penthouse Duplex,1,2,109,6
154500,Central,Birkirkara,Apartment,1,1,63,4
143500,Central,Birkirkara,Apartment,1,1,58,4
149500,Central,Birkirkara,Apartment,1,1,63,4
138500,Central,Birkirkara,Apartment,1,1,57,4
133000,Central,Birkirkara,Apartment,1,1,46,4
255000,South,Marsascala,Apartment,3,2,108,6
310000,Central,San Pawl tat Targa,Apartment,3,1,120,4
360000,Central,Zebbug,Maisonette,3,1,118,6
580000,North,Rabat,Penthouse,3,2,242,7
250000,Central,Iklin,Penthouse,1,1,89,3
269000,South,Paola,Apartment,3,2,100,6
255000,South,Tarxien,Apartment,2,2,130,7
149000,North,St Paul's Bay,Apartment,2,1,90,4
270000,South,Kalkara,Apartment,2,1,63,5
290000,South,Marsaxlokk,Apartment,1,1,105,3
175000,South,Paola,Apartment,3,2,104,7
197000,South,Marsa,Apartment,2,0,90,3
275000,North,St Paul's Bay,Penthouse,2,2,85,5
355000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,1,131,5
350000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,1,131,5
276000,South,Ghaxaq,Maisonette,3,2,131,8
286000,South,Zabbar,Apartment,3,2,215,8
1950000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,3,0,300,4
318000,South,Ghaxaq,Penthouse,1,1,128,6
280000,South,Ghaxaq,Maisonette,3,2,130,9
420000,South,Fgura,Garage (Residential),0,0,156,0
153000,South,Paola,Maisonette,1,1,75,4
160000,South,Zurrieq,Maisonette,1,1,85,3
325000,Sliema and St Julians Surroundings,Sliema,Penthouse,2,2,90,7
590000,Sliema and St Julians Surroundings,St Julian's,Maisonette,3,2,300,7
1435000,Central,Naxxar,Villa Semi-detached,4,0,584,9
362000,South,Marsascala,Apartment,3,2,141,8
225000,Sliema and St Julians Surroundings,Msida,Penthouse,2,2,93,6
195000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,97,7
195000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,99,8
195000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,97,7
195000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,99,8
185000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,97,7
276500,South,Kirkop,Apartment,3,2,108,8
185000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,99,7
185000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,97,7
185000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,99,8
223000,Sliema and St Julians Surroundings,Ta' Xbiex,Penthouse,0,0,80,1
235000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,98,8
245000,Central,Attard,Penthouse,1,2,98,4
542000,South,Gudja,Terraced House,5,2,254,9
290000,Sliema and St Julians Surroundings,Swieqi,Apartment,1,1,60,4
280000,Sliema and St Julians Surroundings,Swieqi,Apartment,1,1,60,4
181000,South,Marsascala,Apartment,2,2,90,5
292500,South,Paola,Penthouse,3,2,211,7
159000,South,Paola,Apartment,2,2,106,5
170000,South,Paola,Apartment,3,2,122,7
170000,South,Paola,Apartment,3,2,134,8
744000,South,Tarxien,Terraced House,3,2,261,8
478000,South,Marsascala,Penthouse,3,2,86,7
223500,South,Marsascala,Apartment,3,2,135,6
142000,South,Paola,Maisonette,1,1,72,4
277000,Gozo,Gozo - Nadur,Terraced House,3,3,200,7
266000,Central,Naxxar,Apartment,2,0,95,3
265000,South,Tarxien,Apartment,3,2,126,8
175000,Central,Hamrun,Penthouse Duplex,1,2,86,5
320000,Central,Attard,Apartment,3,3,159,8
320000,Central,Attard,Apartment,3,3,159,8
255000,Central,Santa Venera,Apartment,3,2,93,6
207500,Sliema and St Julians Surroundings,Msida,Apartment,2,1,78,4
339000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,135,7
320000,Gozo,Gozo - Victoria,Penthouse,2,3,117,7
220000,South,Ghaxaq,Maisonette,2,2,112,5
290000,South,Zabbar,Penthouse,2,2,152,6
395000,North,St Paul's Bay,Apartment,3,2,180,7
266000,South,Zejtun,Apartment,3,0,140,4
206000,South,Ghaxaq,Apartment,2,1,85,5
330000,South,Fgura,Maisonette,2,1,87,5
300000,North,St Paul's Bay,Apartment,3,2,117,6
275000,North,St Paul's Bay,Apartment,3,2,117,6
250000,North,St Paul's Bay,Apartment,3,2,105,6
420000,North,St Paul's Bay,Apartment,2,2,148,6
260000,North,St Paul's Bay,Apartment,1,1,84,4
215000,North,St Paul's Bay,Apartment,2,2,90,6
215000,North,St Paul's Bay,Apartment,2,2,90,6
210000,North,St Paul's Bay,Apartment,2,2,90,6
210000,North,St Paul's Bay,Apartment,2,2,90,6
210000,North,St Paul's Bay,Apartment,2,2,90,6
200000,North,St Paul's Bay,Apartment,2,2,90,6
200000,North,St Paul's Bay,Apartment,2,2,90,6
200000,North,St Paul's Bay,Apartment,2,2,90,6
195000,North,St Paul's Bay,Apartment,2,2,90,6
185000,North,St Paul's Bay,Apartment,2,2,90,7
175000,North,St Paul's Bay,Apartment,1,1,79,5
450000,North,St Paul's Bay,Apartment,2,2,169,6
245000,North,St Paul's Bay,Apartment,2,2,92,6
250000,North,St Paul's Bay,Apartment,2,2,93,6
230000,North,St Paul's Bay,Apartment,2,2,90,7
215000,North,St Paul's Bay,Apartment,2,2,90,6
210000,North,St Paul's Bay,Apartment,2,2,93,6
205000,North,St Paul's Bay,Apartment,2,2,90,7
210000,North,St Paul's Bay,Apartment,2,2,93,6
205000,North,St Paul's Bay,Apartment,2,2,90,7
200000,North,St Paul's Bay,Apartment,2,2,90,7
195000,North,St Paul's Bay,Apartment,2,2,90,6
200000,North,St Paul's Bay,Apartment,2,2,93,6
195000,North,St Paul's Bay,Apartment,2,2,90,7
195000,North,St Paul's Bay,Apartment,2,2,90,6
185000,North,St Paul's Bay,Apartment,1,1,77,5
190000,North,St Paul's Bay,Apartment,2,2,90,8
190000,North,St Paul's Bay,Apartment,2,2,95,6
171000,Central,Hamrun,Apartment,3,2,96,6
181000,Central,Hamrun,Apartment,3,2,129,7
168000,Central,Hamrun,Apartment,3,2,96,6
178000,Central,Hamrun,Apartment,3,2,129,7
165000,Central,Hamrun,Apartment,3,2,96,6
175000,Central,Hamrun,Apartment,3,2,129,7
1600000,Central,Iklin,Farmhouse,0,0,4000,0
415000,South,Zejtun,Maisonette Solitary,4,1,82,8
280000,Central,Gharghur,Maisonette Duplex,2,2,161,8
285000,North,Qawra,Penthouse,0,3,85,4
135000,Sliema and St Julians Surroundings,Guardamangia,Apartment,1,1,50,4
205000,Central,Siggiewi,Apartment,2,2,105,6
210000,Central,Birkirkara,Apartment,3,2,134,8
192000,North,Qawra,Apartment,2,2,99,5
187000,North,Qawra,Apartment,2,2,96,5
187000,North,Qawra,Apartment,2,2,96,5
185000,North,Qawra,Apartment,2,2,93,5
212000,North,Qawra,Apartment,2,2,104,5
195000,North,Qawra,Apartment,2,2,96,5
191000,North,Qawra,Apartment,2,2,98,5
199000,North,Qawra,Apartment,2,2,101,5
202000,North,Qawra,Apartment,2,2,104,5
207000,North,Qawra,Apartment,2,2,107,5
219000,North,Qawra,Apartment Duplex,2,2,110,6
255000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,90,6
298000,Sliema and St Julians Surroundings,San Gwann,Penthouse,3,2,134,6
303000,Sliema and St Julians Surroundings,San Gwann,Penthouse,3,2,134,6
277000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,140,6
266000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,140,6
261000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,140,6
266000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,153,6
261000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,153,6
325000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,2,119,6
225000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,81,5
235000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,81,5
245000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,98,6
340000,North,Mellieha,Penthouse,2,1,100,4
350000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,170,7
215000,South,Xghajra,Apartment,3,2,107,6
365000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,121,6
365000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,115,6
285000,Central,Mosta,Apartment,3,1,96,6
265750,Central,Qormi,Apartment,3,2,171,8
265000,North,St Paul's Bay,Penthouse,2,2,112,5
228500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,116,6
215500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,116,6
211500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,116,6
228500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,114,6
224000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,114,6
218000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,114,6
212500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,114,6
211500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,114,6
239500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,124,6
234000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,124,6
228500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,124,6
224500,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,124,6
218000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,2,124,6
610000,Sliema and St Julians Surroundings,Sliema,Apartment,3,0,133,4
700000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,182,7
550000,Sliema and St Julians Surroundings,Sliema,Apartment,2,1,123,6
1800000,Central,Lija,House of Character,5,2,1000,11
275000,Central,Birkirkara,House of Character,2,1,170,6
142000,South,Paola,Apartment,2,2,96,5
142000,South,Paola,Apartment,2,2,94,5
150000,South,Paola,Apartment,3,2,103,6
153000,South,Paola,Apartment,3,2,105,6
151000,South,Paola,Apartment,3,2,105,6
153000,South,Paola,Apartment,3,2,109,6
165000,South,Paola,Apartment,3,4,118,8
142000,South,Paola,Apartment,2,2,93,5
158000,South,Paola,Apartment,3,2,115,6
650000,Sliema and St Julians Surroundings,Sliema,Apartment,1,1,137,3
405000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,115,6
900000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,122,6
181000,Sliema and St Julians Surroundings,Pieta,Maisonette,1,1,106,4
315000,North,St Paul's Bay,Maisonette,0,1,123,2
310000,South,Marsascala,Apartment,3,2,180,7
159000,Central,Birkirkara,Townhouse,1,1,120,3
464000,North,Bahrija,Maisonette,3,2,153,8
223170,South,Marsaxlokk,Apartment,2,2,97,5
239110,South,Marsaxlokk,Maisonette,2,2,103,5
239110,South,Marsaxlokk,Maisonette,2,2,103,5
190000,North,Qawra,Apartment,2,2,110,5
191000,Sliema and St Julians Surroundings,Gzira,Apartment,2,1,110,4
260000,South,Zejtun,Penthouse,2,2,111,6
255000,South,Zejtun,Penthouse,2,2,111,6
275000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,89,7
232750,Sliema and St Julians Surroundings,Swatar,Apartment,2,2,145,5
215000,Sliema and St Julians Surroundings,Swatar,Apartment,1,1,140,4
235000,Sliema and St Julians Surroundings,Swatar,Apartment,2,2,95,6
215000,Sliema and St Julians Surroundings,Swatar,Apartment,2,2,128,5
235000,Sliema and St Julians Surroundings,Swatar,Apartment,2,1,124,4
230000,Sliema and St Julians Surroundings,Swatar,Apartment,3,2,121,6
360000,Sliema and St Julians Surroundings,Swatar,Maisonette,3,2,153,8
346000,Central,Naxxar,Apartment,3,2,118,6
286000,South,Safi,Apartment,3,0,142,4
117000,Gozo,Gozo - Marsalforn,Apartment,2,1,66,5
210000,North,Dingli,Penthouse,2,2,91,5
450000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Apartment,3,2,175,8
339000,South,Safi,House of Character,3,3,212,8
317000,Central,San Pawl tat Targa,Apartment,2,3,110,8
350000,Central,San Pawl tat Targa,Apartment,3,2,126,6
335000,Central,San Pawl tat Targa,Apartment,3,2,126,6
1880000,Sliema and St Julians Surroundings,Sliema,Penthouse,1,2,115,5
305000,Sliema and St Julians Surroundings,Swieqi,Penthouse,2,1,101,4
197000,North,Mtarfa,Apartment,1,1,70,6
279000,North,Rabat,Penthouse,1,1,104,4
279000,North,Rabat,Apartment,3,1,120,5
550000,North,St Paul's Bay,Penthouse Duplex,2,2,147,6
625000,North,St Paul's Bay,Penthouse Duplex,3,2,166,7
1175000,North,St Paul's Bay,Penthouse Duplex,3,4,304,11
950000,Sliema and St Julians Surroundings,Tigne Point,Apartment,1,1,74,4
182000,Central,Zebbug,Apartment,2,1,88,5
195000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,45,3
221000,Central,Birkirkara,Penthouse,1,1,105,3
285000,South,Mqabba,Apartment,3,2,190,8
484000,South,Zabbar,Penthouse,0,1,348,1
415000,Sliema and St Julians Surroundings,Swatar,Maisonette Duplex,3,2,183,10
295000,South,Birzebbuga,Apartment,3,1,108,5
238095,Central,Zebbug,Apartment,3,2,128,7
320000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,1,52,4
142000,Central,Santa Venera,Apartment,1,1,70,4
415000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,136,5
457000,South,Qrendi,House of Character,3,2,101,8
275000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,125,6
270000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,125,6
265000,Sliema and St Julians Surroundings,Gzira,Apartment,3,2,125,6
220000,Sliema and St Julians Surroundings,San Gwann,Apartment,2,2,120,5
1300000,Sliema and St Julians Surroundings,Tigne Point,Apartment,3,2,203,7
770000,Sliema and St Julians Surroundings,Pembroke,Penthouse,3,2,221,7
600000,Sliema and St Julians Surroundings,Pembroke,Apartment,3,2,221,7
210000,Central,Birkirkara,Apartment,3,2,121,7
230000,Central,Birkirkara,Apartment,3,2,152,6
175000,Central,Birkirkara,Apartment,1,2,88,5
220000,Central,Birkirkara,Apartment,2,2,100,5
185000,Central,Birkirkara,Maisonette,2,1,110,4
480000,Sliema and St Julians Surroundings,Msida,Maisonette Semi-detached,0,1,150,1
397000,Central,Birguma,Apartment,3,2,150,6
375000,South,Kalkara,Penthouse,2,2,124,6
260000,South,Kalkara,Apartment,3,2,118,8
175000,Central,Qormi,Penthouse,2,0,156,5
640000,Gozo,Gozo - Gharb,House of Character,5,4,238,10
180000,Sliema and St Julians Surroundings,Sliema,Apartment,1,1,37,4
1100000,Sliema and St Julians Surroundings,The Village,Villa Detached,4,5,382,16
320000,Sliema and St Julians Surroundings,San Gwann,Apartment,3,1,130,7
300000,Gozo,Gozo - Nadur,Apartment,3,2,100,7
478000,Central,Birkirkara,Townhouse,3,0,175,5
680000,South,Kalkara,Apartment,2,3,163,8
980000,South,Kalkara,Apartment,3,3,231,11
805000,South,Kalkara,Apartment,2,2,184,8
950000,South,Kalkara,Apartment,3,3,231,11
430000,South,Kalkara,Apartment,1,2,94,4
235000,North,St Paul's Bay,Apartment,4,2,135,9
315000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,2,91,6
315000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,2,91,6
625000,North,Mellieha,Penthouse,1,0,170,2
255000,Sliema and St Julians Surroundings,Pieta,Apartment,3,2,123,6
265000,Sliema and St Julians Surroundings,Pieta,Apartment,3,2,120,6
345000,South,Kalkara,Maisonette,3,2,115,7
310000,South,Kalkara,Apartment,1,1,59,2
370000,South,Kalkara,Apartment,1,1,59,2
315000,South,Kalkara,Apartment,1,1,67,2
298000,South,Marsascala,Maisonette,3,2,156,8
612000,Sliema and St Julians Surroundings,Pieta,Villa Semi-detached,3,1,290,8
249000,Central,Mosta,Penthouse,2,2,95,6
255000,Sliema and St Julians Surroundings,Sliema,Apartment,1,1,68,7
280000,Sliema and St Julians Surroundings,St Julian's,Penthouse,1,1,89,4
145000,Sliema and St Julians Surroundings,Swatar,Apartment,1,1,55,4
415000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,136,5
270000,North,Xemxija,Maisonette,3,2,127,8
205000,North,Xemxija,Apartment,2,1,84,7
285000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,105,5
295000,Central,Qormi,Penthouse,3,2,140,6
425000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,180,6
400000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,180,6
239000,North,St Paul's Bay,Apartment,3,2,130,6
297000,North,Rabat,Apartment,3,2,119,7
360000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,118,6
330000,South,Vittoriosa,Townhouse,2,1,144,5
265000,North,St Paul's Bay,Apartment,3,1,119,5
785000,Sliema and St Julians Surroundings,Sliema,Apartment Duplex,2,0,240,5
